Output,RG,RF,RZ,RP,RYM,RZM,CG,CF,CZ,CP,CYM,CZM
11.1118628571,0.2603967701,0.0617057904,2087.55233413,144.849874206,-916.369628906,0.573143802,0.183640442,0.1750192602,2035.60307777,202.453852124,-916.369628906,0.573143802
11.1588342857,0.2592180314,0.0623688742,2214.23074131,149.724410752,-903.263061523,0.4263010267,0.1757925652,0.1692718044,2130.74493312,209.819662367,-903.263061523,0.4263010267
11.1780342857,0.2549410602,0.0757583475,2469.33069108,131.34765625,-892.934204102,-0.1310580686,0.1705674631,0.206626368,2394.48919385,186.542995913,-892.934204102,-0.1310580686
11.24652,0.2585518752,0.063284839,2303.85908407,159.233481197,-902.442260742,-0.4050517043,0.1735892031,0.1780472068,2189.35060195,221.665856772,-902.442260742,-0.4050517043
11.3589,0.2588280524,0.0611656296,2387.50415956,139.278157552,-891.625366211,0.7568433382,0.1700976439,0.1864121863,2328.56944199,194.941943443,-891.625366211,0.7568433382
11.3556428571,0.2560537894,0.0660327333,2334.43103471,145.602985964,-894.095336914,0.3354860689,0.1731582468,0.1601433662,2248.1238524,205.074264964,-894.095336914,0.3354860689
11.4107571429,0.2599804017,0.0614559694,2253.49079575,132.415254237,-899.123657227,-0.7161359468,0.1706671979,0.162133838,2158.8045747,188.19778876,-899.123657227,-0.7161359468
11.4887571429,0.2603134964,0.0628716218,2186.20067711,151.358911547,-898.229125977,0.7616115737,0.180119464,0.1604668775,2165.77920285,212.935207655,-898.229125977,0.7616115737
11.4771,0.2570658233,0.0635378112,2306.68363466,146.265062235,-889.542114258,-0.1851276974,0.1801784855,0.1582033207,2258.25267602,204.244581531,-889.542114258,-0.1851276974
11.4849857143,0.2568160022,0.0632047165,2198.5528114,152.931342691,-904.432739258,0.0506122128,0.1814291047,0.1626698176,2178.43830771,211.244567541,-904.432739258,0.0506122128
11.5194428571,0.2622199323,0.0615466902,2060.64997356,137.301260965,-906.712280273,0.1283690288,0.1902734841,0.1785198816,1959.54679522,193.088064727,-906.712280273,0.1283690288
11.4971571428,0.2591605682,0.0602931399,2270.64964449,146.054025424,-905.943115234,0.3764471869,0.1765986196,0.1920002114,2329.61739488,205.0785736,-905.943115234,0.3764471869
11.4491571429,0.2605633174,0.0584581172,2268.01765483,155.74930482,-903.07434082,-0.0312371456,0.1729628142,0.2178830117,2234.40785407,212.891979475,-903.07434082,-0.0312371456
11.3967,0.2601469491,0.060539959,2290.72850854,146.078853284,-898.861816406,1.4886611473,0.1816919408,0.1822588424,2303.30347238,202.727881333,-898.861816406,1.4886611473
11.3468571429,0.2624786119,0.0573755595,2232.38138902,157.445875265,-916.819946289,0.6133467604,0.1777665772,0.1652603858,2093.26626348,221.452443281,-916.819946289,0.6133467604
11.3022,0.2625749587,0.0571285828,2227.80911834,145.300913665,-917.971313477,-0.2706593344,0.174916728,0.1680379803,2189.99249278,205.092252333,-917.971313477,-0.2706593344
11.2525714286,0.2623251253,0.0572118607,2279.18450543,153.767213983,-913.359375,1.918806317,0.1808505928,0.1817009874,2264.86170387,216.227239593,-913.359375,1.918806317
11.2016571428,0.258672859,0.0711113325,2220.54371503,136.962890625,-923.94543457,0.501523502,0.1798597003,0.1888189676,2217.73876632,190.860681751,-923.94543457,0.501523502
11.2021714286,0.2620214387,0.0681772888,2301.97210976,158.87986568,-910.667602539,0.017455734,0.1764009898,0.1847436535,2309.55150128,219.554692572,-910.667602539,0.017455734
11.114415,0.2617993866,0.0585384761,2208.84509964,144.734010858,-918.037109375,0.6980431206,0.1799577798,0.1701319758,2149.60951163,203.448766579,-918.037109375,0.6980431206
11.0807578572,0.2586351447,0.0601205971,2392.26173608,146.538168697,-900.006958008,0.3948097759,0.1805946374,0.1738621421,2269.39835049,204.081569683,-900.006958008,0.3948097759
11.1040721429,0.2617030854,0.0592016843,2267.63727207,160.839016155,-908.590332031,0.0974272788,0.1786325831,0.2238917454,2213.82426906,222.538786648,-908.590332031,0.0974272788
11.1491578571,0.2600377778,0.0612000534,2164.32772466,152.85685911,-906.091674805,-0.2172688129,0.179358339,0.1781533475,2079.43748325,213.710790724,-906.091674805,-0.2172688129
11.1210435714,0.2540935549,0.0974343707,2553.27213562,129.304108796,-899.478393555,-0.8113072752,0.1781590225,0.2025217926,2596.86111304,180.35756563,-899.478393555,-0.8113072752
11.1354435714,0.2618696162,0.0590351535,2252.92882273,149.227853549,-903.284301758,-1.048769663,0.1778381959,0.2005346729,2168.84608911,205.395116912,-903.284301758,-1.048769663
11.1567221429,0.2600377778,0.0616163803,2227.30414174,161.761784958,-903.947509766,-0.3378687083,0.1799381161,0.1860066928,2167.85029646,225.388627836,-903.947509766,-0.3378687083
11.1915435714,0.255266828,0.0827071668,2316.67642898,143.905362216,-913.369628906,0.3649995064,0.1798128428,0.1764761096,2204.72373232,195.866813013,-913.369628906,0.3649995064
11.1985721429,0.255370456,0.0836029009,2235.64540109,122.855050223,-919.072387695,0.1903633579,0.1928458825,0.1795528097,2171.2347957,162.337322211,-919.072387695,0.1903633579
11.2314864286,0.2526617607,0.061568906,2437.82056276,133.231608073,-892.616333008,-0.6009131358,0.1762328062,0.2968325384,2730.27181271,179.918235702,-892.616333008,-0.6009131358
11.3117,0.2555331829,0.0839496245,2378.0632202,142.55632673,-896.137451172,-0.1968524204,0.1691834939,0.204356369,2425.36111189,194.608312662,-896.137451172,-0.1968524204
11.3454857143,0.2567682239,0.0613263392,2362.24121742,157.889811198,-902.448608398,0.312868073,0.1698238216,0.1985291527,2266.15245728,216.343447719,-902.448608398,0.312868073
11.2743428571,0.2568501016,0.0606713182,2206.8641685,161.360677083,-921.654541016,-0.7439296407,0.1753372067,0.1710497967,2084.17394133,226.964070727,-921.654541016,-0.7439296407
11.2308,0.2564873652,0.070135911,2424.72895413,148.462755927,-902.373413086,-0.5875051628,0.1721369617,0.1853925274,2363.66511269,205.866749492,-902.373413086,-0.5875051628
11.2882285714,0.2542300177,0.0615719721,2283.56089647,153.21858724,-903.529052734,-0.0056158941,0.1766591582,0.2019102169,2352.24276926,214.503509265,-903.529052734,-0.0056158941
11.2974857143,0.261517126,0.0573143357,2237.66048759,152.091471354,-914.411621094,0.7239209349,0.1792175189,0.1884759886,2143.89287839,212.368969064,-914.411621094,0.7239209349
11.3164071429,0.2614532893,0.0587853574,2189.16705938,139.118776483,-911.548461914,-0.0482361374,0.1842728138,0.1923642494,2212.0578812,198.801712622,-911.548461914,-0.0482361374
11.3369571429,0.2615365546,0.0585355613,2158.30009771,143.956071239,-912.143676758,-0.1333634922,0.1831081374,0.1605099136,2075.5613569,201.871207967,-912.143676758,-0.1333634922
11.3651357143,0.2617863508,0.0586188266,2293.60100449,160.747980667,-909.655273438,0.4549648542,0.1799733124,0.183468857,2136.23639428,224.872075467,-909.655273438,0.4549648542
11.2729071428,0.2563741012,0.062865361,2351.29704954,155.107918432,-916.229492188,-0.4081344991,0.176470358,0.1928458825,2289.27888043,216.600692561,-916.229492188,-0.4081344991
11.2855928571,0.2550272471,0.074206982,2415.65194312,144.496984649,-900.061401367,-0.9604485255,0.1804456833,0.1802567349,2378.31370939,201.213412726,-900.061401367,-0.9604485255
11.3149071428,0.258487654,0.0595250315,2144.86868923,159.110514323,-900.084350586,0.4287477886,0.1779364491,0.1973905722,2008.43135479,219.572081449,-900.084350586,0.4287477886
11.3505642857,0.2589789198,0.0591156434,2326.06477287,163.696289062,-903.564819336,0.2978308814,0.1750871078,0.2068228743,2160.01744961,226.104844054,-903.564819336,0.2978308814
11.5223928571,0.259205124,0.0584522959,2286.81748459,152.873411017,-899.440551758,-0.2378926038,0.1708171898,0.2258798909,2276.24784519,214.816047848,-899.440551758,-0.2378926038
11.6011642857,0.2574360635,0.0592004688,2326.00676128,166.357421875,-903.862548828,0.1733757196,0.1678574842,0.1839608851,2274.10879756,231.102704291,-903.862548828,0.1733757196
11.5941357143,0.2557165478,0.0603468126,2415.6786351,145.031738281,-891.056396484,-0.0537612532,0.1722350058,0.1987835723,2460.74639911,200.190671476,-891.056396484,-0.0537612532
11.6101642857,0.2592883894,0.061116788,2221.38648865,155.099642479,-908.315551758,0.333638184,0.1715791066,0.1784932169,2149.12614705,214.663429316,-908.315551758,0.333638184
11.6317642857,0.2590514923,0.0597042494,2246.71865504,137.836003708,-917.846923828,0.5543426957,0.1730433251,0.1810495358,2212.71666671,194.585965328,-917.846923828,0.5543426957
11.5749571429,0.2609741481,0.0701561944,2286.69769209,151.033100329,-905.927856445,0.9455356672,0.1739444601,0.1757639628,2293.58877704,209.957299114,-905.927856445,0.9455356672
11.5869571429,0.2600377778,0.060450665,2261.96182682,155.670683263,-911.810791016,0.2261256169,0.1808050557,0.1898597574,2224.59693684,218.103442527,-911.810791016,0.2261256169
11.5175285714,0.2587917709,0.0702685453,2148.73095748,155.69632394,-917.62487793,0.0355855464,0.177226431,0.1823244717,2088.35549001,210.452976825,-917.62487793,0.0355855464
11.5118714286,0.2593544275,0.0700477177,2236.52457477,141.719423491,-904.319946289,0.4376501113,0.1907004261,0.1565797878,2217.77146178,192.10879845,-904.319946289,0.4376501113
11.4650714286,0.2618539057,0.0954723975,2239.73451546,144.784603479,-920.239501953,0.618993513,0.1795954157,0.1847914956,2164.08957003,201.724689376,-920.239501953,0.618993513
11.2833,0.2595089696,0.071362812,2313.69945254,139.404296875,-915.015014648,-0.0819876068,0.1815959479,0.1492758337,2296.21984128,193.012871516,-915.015014648,-0.0819876068
11.1843,0.2650054217,0.092691648,2270.55051101,148.603331368,-923.481933594,0.0575259464,0.1837333847,0.1956220155,2154.85267399,206.699934596,-923.481933594,0.0575259464
11.1272142857,0.2542881671,0.0996227345,2523.69429497,127.228913484,-910.001708984,0.555334553,0.1825416023,0.2422606552,2627.89178349,169.088569881,-910.001708984,0.555334553
11.0871,0.2604715351,0.0705352355,2172.5414002,151.088169643,-919.035522461,-0.0642289402,0.197334896,0.1953902057,2121.72782301,199.307067445,-919.035522461,-0.0642289402
11.0487,0.2550399464,0.0742968685,2254.55346586,160.935786732,-907.054443359,-0.5549195276,0.1765217105,0.2528430715,2294.35110694,219.551269986,-907.054443359,-0.5549195276
11.0193857143,0.2538630439,0.0870030277,2238.04013985,148.708274148,-912.107910156,0.2836427383,0.1862332609,0.2494154654,2323.34864589,204.013613274,-912.107910156,0.2836427383
11.1200142857,0.2630943713,0.0664935871,2310.88517585,139.071760506,-903.502319336,-1.3545589707,0.1763731809,0.1930770477,2252.21102636,195.132680214,-903.502319336,-1.3545589707
11.1699,0.2619789699,0.0587912119,2140.78873005,150.357521186,-910.344360352,-0.1451465357,0.1888613555,0.1959362866,2112.5908897,208.032479018,-910.344360352,-0.1451465357
11.0458071429,0.259483106,0.0579722433,2247.96277305,162.972005208,-904.774047852,0.7023287258,0.1897875394,0.2175561158,2246.16675757,224.178100796,-904.774047852,0.7023287258
11.1083785714,0.257858311,0.0609230179,2292.89733325,157.116699219,-909.477416992,-0.8306574728,0.1750684484,0.2150754994,2267.42741927,221.283506155,-909.477416992,-0.8306574728
11.1656357143,0.261000139,0.0683530747,2293.83004744,157.098067434,-916.542724609,-0.2746015259,0.1795805219,0.1965258642,2252.53939953,219.282340683,-916.542724609,-0.2746015259
11.1794871429,0.2612900695,0.0802182846,2228.17964172,143.65234375,-920.056396484,0.1648811168,0.1893255632,0.1401940971,2096.42968798,200.882784125,-920.056396484,0.1648811168
11.25273,0.2600636754,0.0613726957,2125.46958295,116.72404661,-914.066040039,-0.2347894308,0.1809360721,0.1839595469,2103.43701153,164.573368876,-914.066040039,-0.2347894308
11.2823871429,0.2527855077,0.0771741279,2272.4873735,131.015119881,-905.975097656,0.0107363857,0.1824096496,0.2090238521,2342.31534827,179.402707049,-905.975097656,0.0107363857
11.3003335714,0.2575651406,0.0706838739,2324.01988415,149.962308114,-911.195068359,0.0642601131,0.1759976741,0.1918187938,2316.79619096,216.830147137,-911.195068359,0.0642601131
11.3049621429,0.2529839524,0.082230559,2460.87585808,115.529913651,-916.79284668,-0.5980840515,0.1926410506,0.2450860342,2688.87141801,155.481279725,-916.79284668,-0.5980840515
11.3107907143,0.2554836235,0.0629701623,2283.25396978,153.564453125,-915.524658203,0.0486433117,0.1703521923,0.1769626077,2172.48471375,212.668565426,-915.524658203,0.0486433117
11.2770478571,0.2539321035,0.0748177413,2311.91329273,150.304961623,-909.790771484,-0.7217759512,0.1764183568,0.1644084429,2222.38404863,208.236899413,-909.790771484,-0.7217759512
11.3416978571,0.2589811177,0.060290138,2230.81013355,147.43610964,-908.637329102,0.1652344849,0.1773456957,0.1912347833,2147.10804875,208.085388154,-908.637329102,0.1652344849
11.1731859524,0.2583421815,0.0854887509,2208.8622458,159.161931818,-911.218383789,0.1414853144,0.1755754655,0.1811375183,2219.58578739,222.31586633,-911.218383789,0.1414853144
11.0154907143,0.2593845704,0.058205398,2400.49167459,133.383540784,-906.284057617,-0.3282971926,0.1783476113,0.1753813309,2386.70036867,191.722532553,-906.284057617,-0.3282971926
11.1168821429,0.2563024813,0.062724505,2295.78636011,129.638671875,-906.932861328,-0.4713164322,0.182376002,0.1877804633,2255.52525544,182.281087725,-906.932861328,-0.4713164322
11.2438292857,0.2617888283,0.0567468433,2187.61437099,148.368326823,-910.130737305,0.2514165132,0.1826534503,0.1920943987,2228.60958621,206.079002948,-910.130737305,0.2514165132
11.1908578571,0.2638228361,0.1190887439,2139.97342176,149.365234375,-914.645141602,-0.2693610972,0.1940025013,0.2434742816,2170.27729232,197.39675573,-914.645141602,-0.2693610972
11.0688971429,0.262671375,0.0813398716,2194.97244077,139.6484375,-914.809326172,-0.0437103007,0.18970762,0.2025419621,2172.12470082,193.29433106,-914.809326172,-0.0437103007
10.9345876191,0.2602874733,0.0968130683,2255.17374946,140.519684436,-902.219360352,-0.0699911715,0.1942233914,0.2317797977,2315.92938781,197.094333558,-902.219360352,-0.0699911715
10.7346066667,0.2601984654,0.0720523077,2248.88063443,135.55372807,-904.856689453,0.1899132981,0.17921374,0.1994538882,2191.72921928,185.692382227,-904.856689453,0.1899132981
10.6447552381,0.260287574,0.0613665841,2143.37775521,138.556011653,-917.706665039,-0.557966917,0.1918826163,0.1801307694,2139.59378938,194.197232276,-917.706665039,-0.557966917
10.5754838095,0.2640330021,0.0800316542,2149.08063462,117.205255682,-913.951782227,-0.2125136051,0.2043665456,0.1743010826,2202.34912411,162.054450812,-913.951782227,-0.2125136051
10.6572957143,0.2662104132,0.0913012733,1992.39923405,120.868035083,-920.280517578,0.0384389554,0.2115223408,0.1399643885,1958.85682865,168.386691662,-920.280517578,0.0384389554
10.7315909524,0.2671240273,0.0918528491,1963.87762987,119.592054835,-919.501708984,-0.3226355142,0.214742613,0.1735384982,1976.52755299,166.031122723,-919.501708984,-0.3226355142
10.5866052381,0.2657518958,0.0926615889,1963.04315031,118.82946538,-916.632324219,-0.2598900183,0.2160459062,0.1638139261,1861.27831632,166.933047793,-916.632324219,-0.2598900183
10.4055830953,0.2606844132,0.1395403736,2093.28227098,112.392993684,-920.260131836,0.7688152371,0.2150232331,0.1470962978,1989.57003108,156.930474326,-920.260131836,0.7688152371
10.4408116667,0.2626557962,0.1632601709,2135.71496238,117.062590843,-919.060058594,-0.7762292247,0.2209713274,0.1512115931,2013.12914768,161.52268595,-919.060058594,-0.7762292247
10.5272545238,0.2615137358,0.1102884816,2206.07433692,115.315755208,-916.702392578,0.1531047461,0.2110448078,0.1537018363,2120.16325676,158.105704162,-916.702392578,0.1531047461
10.6705283333,0.2607281235,0.0819073961,2133.42704348,123.765980114,-909.42578125,0.4896034109,0.2074574258,0.1781861758,2192.97826755,167.713204779,-909.42578125,0.4896034109
10.8690735714,0.2618264415,0.0924307382,2181.47687842,126.808449074,-913.419189453,-0.0427630859,0.2041823209,0.1809495456,2277.25161953,171.942914476,-913.419189453,-0.0427630859
10.9178392857,0.2629960215,0.0905157528,2306.68741445,125.230577257,-921.721313477,-0.5094573182,0.1958597144,0.1576520599,2299.43004044,175.339028937,-921.721313477,-0.5094573182
10.9860821429,0.2537641622,0.0731816543,2203.42851461,140.852303341,-913.569946289,-0.3662018644,0.1946504011,0.2270739395,2345.58486054,189.973762593,-913.569946289,-0.3662018644
11.121125,0.2551007305,0.0792880649,2358.46073177,130.807976974,-915.299682617,-0.2917475891,0.2017773523,0.2746038708,2680.6484885,178.872969987,-915.299682617,-0.2917475891
11.209325,0.2630457979,0.0918528491,2339.10512664,129.841354658,-925.346923828,-0.0083746814,0.1914896265,0.1706118724,2391.97136275,180.781383437,-925.346923828,-0.0083746814
11.2389607143,0.2615644315,0.0695494221,2219.3865006,144.060101425,-925.466674805,-0.050592146,0.1879221155,0.1550536086,2149.23648356,200.765436053,-925.466674805,-0.050592146
11.3207928571,0.2532806692,0.0689403005,2379.41941242,109.677072299,-906.383300781,-0.1660881505,0.1790524308,0.2091284271,2461.94045574,155.912018899,-906.383300781,-0.1660881505
11.4392642857,0.2543630652,0.0674415983,2190.86812438,129.009699417,-918.846435547,0.3398873636,0.1729871049,0.1661448158,2155.67296401,181.580939738,-918.846435547,0.3398873636
11.4583,0.2564745939,0.0706406246,2300.99128474,127.256196121,-916.678955078,0.4094129554,0.1899212425,0.2138573815,2437.13521606,176.504803001,-916.678955078,0.4094129554
11.5671242857,0.2569697542,0.0652833076,2240.03859841,130.540750794,-906.547973633,1.1784239126,0.1834150071,0.1896765488,2248.06020307,179.512275925,-906.547973633,1.1784239126
11.39216,0.2587169273,0.0761499806,2292.76689929,131.273542132,-911.412597656,0.3449366858,0.1698590368,0.1834150071,2282.45136381,181.521920706,-911.412597656,0.3449366858
11.4796742857,0.2551320819,0.0720841307,2202.37536089,107.299804688,-917.399658203,-0.5758449356,0.178180427,0.1608098093,2170.75769717,149.667026081,-917.399658203,-0.5758449356
11.5947885714,0.2486279321,0.0894850003,2344.98138089,99.857875279,-898.634887695,-0.1955500236,0.1811632604,0.2062395309,2405.01507582,140.716309804,-898.634887695,-0.1955500236
11.6637242857,0.2557617261,0.0938132899,2283.13024785,144.710900649,-904.745361328,0.2617016555,0.1765137793,0.2834046762,2383.16175609,190.788733386,-904.745361328,0.2617016555
11.6601242857,0.2650467124,0.0704510129,2170.75406609,132.502964565,-902.496826172,0.1419275895,0.1796670278,0.188529959,2074.9019805,184.887716478,-902.496826172,0.1419275895
11.7592314286,0.2498080921,0.0786950551,2427.47861377,112.195245151,-887.528564453,-0.162656467,0.1714587897,0.2103628894,2492.83267557,160.837316233,-887.528564453,-0.162656467
11.7809171429,0.2471096937,0.0809015281,2263.37337205,119.658371498,-898.60546875,-0.6565844999,0.1700926711,0.1757207375,2236.26824444,169.237757828,-898.60546875,-0.6565844999
11.71996,0.2491548245,0.071948452,2268.51621534,126.713122352,-902.407226562,-0.3960189756,0.1715214574,0.1667837803,2252.26399139,178.269669309,-902.407226562,-0.3960189756
11.7105528572,0.2518238381,0.0654332509,2256.93781765,139.335123698,-905.353027344,0.0336307905,0.1710137973,0.2022298369,2262.39219335,199.409786727,-905.353027344,0.0336307905
11.7335814286,0.2582573698,0.0615453713,2197.62942242,138.224973517,-924.566894531,0.0655624594,0.1715305611,0.1716199,2172.88428793,191.850687047,-924.566894531,0.0655624594
11.9046928572,0.2566750125,0.0649599318,2293.04850637,135.68011785,-899.616821289,1.1775374316,0.1746306187,0.1987074344,2268.63273384,187.452852573,-899.616821289,1.1775374316
11.9935214286,0.2590069075,0.0610456795,2213.63461934,127.006918697,-903.488525391,-0.1767560083,0.1755508086,0.1735853543,2132.97702525,178.723537395,-903.488525391,-0.1767560083
11.9443042857,0.2548929453,0.076804063,2390.27553898,129.540158991,-916.380249023,0.4674219963,0.1744684888,0.1573147194,2371.06847208,182.514229993,-916.380249023,0.4674219963
11.8780257143,0.2502381536,0.0804244565,2477.34263888,158.215974507,-927.178466797,0.081617911,0.1697274972,0.1608489131,2403.82906459,218.520439634,-927.178466797,0.081617911
11.8743271429,0.2498057377,0.0858131407,2736.27593234,127.816336496,-920.082763672,0.3253014559,0.1715305611,0.1759975028,2723.43940437,179.928976095,-920.082763672,0.3253014559
11.5690985715,0.2438801268,0.0744415834,2490.26803528,165.368652344,-914.952270508,0.044282028,0.1643985966,0.1590685509,2465.32420446,234.205666264,-914.952270508,0.044282028
11.3485485714,0.2488541672,0.1041820919,2560.94350221,140.905309606,-921.08190918,-0.613899303,0.1710238103,0.1834017767,2482.08062678,186.850019191,-921.08190918,-0.613899303
11.1404771429,0.2597072057,0.0710251369,2480.41457911,146.407277961,-936.878417969,-0.1296474993,0.1762837002,0.1945606056,2511.71080575,193.599052968,-936.878417969,-0.1296474993
11.2930771429,0.2559960112,0.0617921406,2383.14299288,140.61258607,-929.669433594,0.0417812607,0.174061434,0.1789748252,2416.28590953,193.971115988,-929.669433594,0.0417812607
11.3745228572,0.2587888312,0.0851314312,2510.97663958,125.031072443,-923.484863281,-0.5120286339,0.17799382,0.1539452603,2394.96709148,173.785247139,-923.484863281,-0.5120286339
11.3021328572,0.2574693713,0.0611198314,2457.06539034,153.026516155,-932.640991211,0.7435940661,0.1691706812,0.1856706162,2436.64241233,210.692991608,-932.640991211,0.7435940661
11.1749042857,0.2515230351,0.0773782061,2391.33410156,149.998256138,-918.338012695,1.1497867945,0.1673276614,0.2058602259,2417.1786717,206.47782088,-918.338012695,1.1497867945
11.0837857143,0.2580566406,0.0790373879,2494.51883662,135.108278509,-914.65234375,0.0092554891,0.1696770775,0.1863263564,2500.22457576,188.817303276,-914.65234375,0.0092554891
11.0389571429,0.2597908683,0.0698817953,2355.26925772,150.613719019,-934.176635742,-1.1248821887,0.1705595803,0.1481239946,2292.02867497,212.163535514,-934.176635742,-1.1248821887
10.9957757143,0.2585202902,0.0708135526,2513.3028163,136.853448276,-921.551147461,-0.651781702,0.173267525,0.162301226,2438.18828385,192.90086398,-921.551147461,-0.651781702
11.2186328572,0.2644640114,0.056623277,2451.02419409,131.496623411,-917.143798828,0.2474878961,0.1748466721,0.1633539907,2471.25116843,185.619102296,-917.143798828,0.2474878961
11.37654,0.2635101969,0.0798569885,2604.04209,140.904651989,-905.114746094,-0.2135689954,0.175943302,0.2107430243,2643.42054179,190.774559853,-905.114746094,-0.2135689954
11.5595542857,0.264034516,0.0565371922,2327.70598672,145.176774364,-919.834838867,0.7040562047,0.1779083767,0.1598368158,2287.98700637,203.536693519,-919.834838867,0.7040562047
11.4111257143,0.2608017742,0.0690357638,2466.8756893,123.560855263,-914.491943359,0.7837489427,0.1790711766,0.1958320075,2525.37939927,174.082256747,-914.491943359,0.7837489427
11.1783521429,0.26149127,0.0703285683,2321.04150118,141.922800164,-920.5859375,0.7784621687,0.1720323282,0.1719430071,2285.78019399,197.173983039,-920.5859375,0.7784621687
11.1761664286,0.255458182,0.074379356,2473.64918042,136.753015351,-912.217773438,1.1179924776,0.1707399074,0.2196659642,2527.51068932,187.853639691,-912.217773438,1.1179924776
11.1742807143,0.2587332869,0.0704147553,2485.75373883,132.598341557,-908.349975586,-0.0154903345,0.1798459776,0.2347395836,2700.16138112,184.409669665,-908.349975586,-0.0154903345
11.1911021429,0.2639151383,0.0662328749,2500.740194,133.140827047,-915.019042969,0.1624940925,0.1728186794,0.203963376,2556.04907785,184.79402253,-915.019042969,0.1624940925
11.1408735714,0.260452717,0.0579693567,2399.91151029,131.477864583,-924.970825195,0.1483999497,0.175928748,0.1848271462,2440.03617507,189.10944132,-924.970825195,0.1483999497
11.1654678572,0.2623692084,0.056287396,2378.01520862,139.069120763,-921.55090332,0.3714432469,0.173220298,0.2025979889,2454.0419924,190.366875042,-921.55090332,0.3714432469
11.1874107143,0.264034516,0.056287396,2378.12427507,134.641485699,-927.908935547,-0.3064431082,0.1728202673,0.1645740211,2361.64366037,187.222142811,-927.908935547,-0.3064431082
11.1429678572,0.2628402557,0.0567440178,2286.93523465,132.482910156,-921.703613281,-0.5990566801,0.1734762629,0.1569587476,2222.46912678,186.344208256,-921.703613281,-0.5990566801
11.1263678572,0.2656407809,0.0785131965,2206.34877657,138.365589489,-925.772460938,-0.3266470856,0.1783470069,0.1651003772,2211.50528245,192.820574767,-925.772460938,-0.3266470856
11.0670535714,0.2624177799,0.05682307,2301.54641032,137.829589844,-916.246948242,0.3664237261,0.1775169837,0.1908378431,2336.86511713,189.319785925,-916.246948242,0.3664237261
11.0302392857,0.2563226778,0.0833355729,2496.09101775,136.278424944,-921.643676758,-0.0808010308,0.1776970831,0.1880887253,2526.24091071,189.472532548,-921.643676758,-0.0808010308
10.990425,0.262285943,0.0579527036,2385.83393544,145.636089778,-921.495239258,0.3807750596,0.1769501386,0.1863975566,2474.54008936,206.74317361,-921.495239258,0.3807750596
10.931385,0.2597326578,0.0822605838,2501.37740847,147.669566761,-921.267333984,-0.0456848393,0.1722414709,0.2128712177,2530.47545582,197.248502405,-921.267333984,-0.0456848393
10.8937564286,0.2599269606,0.0690323261,2509.39785727,125.916598136,-922.53515625,-0.1610431729,0.1853007773,0.2428788241,2781.9812996,180.878638147,-922.53515625,-0.1610431729
10.8807707143,0.2629531109,0.0925943453,2447.98545344,128.814121462,-923.005615234,0.2540545477,0.1882068122,0.2043768374,2479.11848689,173.028527525,-923.005615234,0.2540545477
10.8382135714,0.2649945168,0.1066335624,2381.88534697,129.471124387,-928.940185547,0.6753015401,0.1790390677,0.1657566979,2265.88285085,180.607143242,-928.940185547,0.6753015401
10.8036707143,0.2568873187,0.0861948062,2522.136756,123.499644886,-913.318359375,0.0996854779,0.1806654804,0.2045269589,2605.48029775,170.941780837,-913.318359375,0.0996854779
10.8223907143,0.2693292145,0.1035511107,2410.17738993,119.140625,-919.394165039,-0.7560738347,0.1904145987,0.1834386253,2287.14958164,164.857408518,-919.394165039,-0.7560738347
10.7598192857,0.2647376459,0.0811498213,2334.38242419,119.86400463,-924.152709961,0.329401992,0.1844066007,0.1676671757,2261.18749656,166.674378101,-924.152709961,0.329401992
10.798905,0.258892388,0.0832561424,2411.85713186,121.146065848,-913.612670898,-0.5087971162,0.1807177276,0.194878445,2448.22655229,167.880512478,-913.612670898,-0.5087971162
10.8574585714,0.2591555792,0.060510576,2419.02800691,143.786621094,-919.643188477,-0.3400984022,0.1759196823,0.186784754,2421.55990955,198.821510827,-919.643188477,-0.3400984022
10.8744514286,0.2557292808,0.0623969619,2516.40409929,129.512532552,-903.346923828,-0.8573561058,0.174362114,0.2499153907,2749.93237448,180.757772267,-903.346923828,-0.8573561058
10.8860057143,0.2629410782,0.0705387477,2543.94505825,121.773856027,-908.92565918,0.0627069447,0.1901174121,0.2231209404,2618.48486425,167.468206464,-908.92565918,0.0627069447
10.9256914286,0.2598138544,0.0622054324,2349.7612617,140.682931674,-915.698242188,0.0121696287,0.1825885708,0.2052492062,2334.4659387,197.859457141,-915.698242188,0.0121696287
10.9643914286,0.2573799257,0.073524808,2484.40295767,124.965734649,-912.275024414,-0.2820164732,0.1773746193,0.2073548404,2534.89852777,172.794920344,-912.275024414,-0.2820164732
10.9832914286,0.2606424274,0.0602679317,2380.04211354,133.711751302,-911.015014648,-0.827074858,0.1773645925,0.2077278385,2437.73769284,188.060066787,-911.015014648,-0.827074858
11.0112857143,0.2568063937,0.1101678643,2525.77329732,123.234675481,-919.684204102,-0.3101418845,0.1735680701,0.1735680701,2478.68362642,167.799731097,-919.684204102,-0.3101418845
11.0081657143,0.2613127805,0.0565428228,2447.67356405,129.659361758,-911.719848633,0.0800261335,0.1740236528,0.2073347868,2586.18481448,180.070282824,-911.719848633,0.0800261335
11.0155371429,0.2645604537,0.0565428228,2366.21081297,124.557236494,-924.550292969,-0.6446811068,0.1794243347,0.1848098992,2404.40424915,177.845694982,-924.550292969,-0.6446811068
